-0.3311431	-0.8965515	0.2941763
-0.3444317	-0.8891968	0.3011573
-0.332964	-0.9157484	0.2248107
-0.3048396	-0.9149587	0.2644306
-0.3330835	-0.911472	0.2414005
-0.3313586	-0.9056676	0.264514
-0.3458239	-0.9056618	0.2453216
-0.2867268	-0.9150351	0.2837223
-0.2853348	-0.9341896	0.2141818
-0.3285052	-0.9178883	0.2226329
-0.3373374	-0.9161991	0.2162931
-0.3217264	-0.914772	0.2443034
-0.3543	-0.9105996	0.2127905
-0.3390361	-0.9155591	0.2163471
-0.3346848	-0.9095765	0.2462861
-0.3203611	-0.9204204	0.2240422
-0.3137755	-0.916779	0.2471053
-0.3823048	-0.9030955	0.1956057
-0.3553712	-0.9104335	0.2117125
-0.3583713	-0.9055309	0.22712
-0.3238299	-0.9248961	0.1992521
-0.3189267	-0.9246879	0.207938
-0.3353265	-0.9259127	0.1739017
-0.326161	-0.9281522	0.179311
-0.3340734	-0.9133268	0.2328715
-0.334353	-0.9242657	0.1842307
-0.3560263	-0.9104992	0.2103249
-0.3644963	-0.9130237	0.1831127
-0.3454453	-0.9071246	0.2404006
-0.3557534	-0.9050677	0.233006
-0.3467771	-0.9183435	0.190764
-0.3413946	-0.9254682	0.1641897
-0.3689196	-0.9116173	0.1812519
-0.3482929	-0.918798	0.1857477
-0.3779918	-0.9133804	0.15119
-0.3615017	-0.903362	0.2307677
-0.3331904	-0.9283212	0.1649359
-0.3480275	-0.9169077	0.195339
-0.3469944	-0.9171568	0.1960059
-0.2972504	-0.9368939	0.1840438
-0.3947572	-0.9084719	0.1372788
-0.3404105	-0.9221054	0.1839627
-0.3780238	-0.9142686	0.1456398
-0.3481908	-0.9177057	0.1912575
-0.3116703	-0.9261398	0.2124303
-0.3519519	-0.9154688	0.1950561
-0.3425199	-0.9247105	0.1661048
-0.3495907	-0.9202948	0.1756246
-0.337573	-0.9331819	0.1233532
-0.3719658	-0.9132223	0.1663328
-0.3587618	-0.9157946	0.1805831
-0.3705694	-0.9111575	0.1801952
-0.3600728	-0.9203982	0.1523638
-0.3406651	-0.9231774	0.1780192
-0.3452194	-0.9230224	0.1698624
-0.3274541	-0.91754	0.2255972
-0.321075	-0.9316941	0.1698729
-0.337496	-0.9253092	0.1729145
-0.3549967	-0.9206194	0.1625954
-0.3550238	-0.9206715	0.1622405
-0.3327317	-0.9335179	0.133544
-0.3522761	-0.9230837	0.1543304
-0.3389829	-0.9277067	0.1563679
-0.3108627	-0.9318001	0.1873844
-0.3285982	-0.9279199	0.1760339
-0.3570656	-0.9229599	0.1436985
-0.3236516	-0.9363811	0.1357939
-0.3692918	-0.9095241	0.1907604
-0.3248955	-0.9301898	0.1708505
-0.3717128	-0.9139104	0.163087
-0.3602259	-0.9185751	0.1626558
-0.367545	-0.9069744	0.2056891
-0.355193	-0.9293311	0.1009044
-0.357597	-0.9167414	0.1780717
-0.3498248	-0.9214285	0.1690922
-0.3756993	-0.9116817	0.1663924
-0.354156	-0.9191043	0.1726872
-0.3425614	-0.925745	0.1601499
-0.3362054	-0.9318078	0.1367477
-0.3572291	-0.9230236	0.1428805
-0.3161124	-0.9322995	0.1757575
-0.3440608	-0.9191982	0.1915644
-0.3171329	-0.9344574	0.161914
-0.3622181	-0.9169043	0.1675844
-0.347719	-0.9257446	0.1486218
-0.3233913	-0.9366593	0.1344891
-0.345967	-0.9237596	0.1642406
-0.3144993	-0.9300787	0.1898524
-0.3385752	-0.9280483	0.1552195
-0.3593552	-0.9190077	0.1621379
-0.3022327	-0.9394675	0.1614189
-0.3094021	-0.9298501	0.1991207
-0.323846	-0.9278798	0.1848316
-0.3495699	-0.9190867	0.1818803
-0.3376	-0.925652	0.1708646
-0.3431064	-0.916418	0.2060491
-0.340541	-0.9295987	0.1409892
-0.3214205	-0.9326189	0.1640455
-0.3825161	-0.9073412	0.1743944
-0.3422984	-0.9237481	0.1718172
-0.3503051	-0.9254909	0.1440595
-0.3460959	-0.921349	0.1770129
-0.3514834	-0.9189097	0.1790655
-0.3731216	-0.9114981	0.1730649
-0.3432166	-0.9255702	0.1597562
-0.3312896	-0.9300191	0.1590968
-0.3322211	-0.923438	0.1920719
-0.3570176	-0.9186706	0.1690641
-0.3198172	-0.9364809	0.1439461
-0.326472	-0.9376495	0.1192868
-0.3459612	-0.927324	0.1427623
-0.3201877	-0.9358807	0.146994
-0.3613512	-0.9117832	0.1951327
-0.3491256	-0.9253144	0.1480024
-0.3448382	-0.918775	0.1921958
-0.3380873	-0.9315482	0.1338467
-0.3380334	-0.9232999	0.1823476
-0.3011414	-0.9379525	0.1719269
-0.3733701	-0.9083612	0.1883471
-0.3368899	-0.9296806	0.148994
-0.3444388	-0.9188646	0.1924829
-0.3326978	-0.92343	0.1912834
-0.3377045	-0.9234659	0.1821164
-0.3612108	-0.9205768	0.148544
-0.3671235	-0.9142364	0.171442
-0.3788207	-0.9068669	0.1846278
-0.3468071	-0.9210187	0.17734
-0.3508602	-0.9186262	0.1817224
-0.3651576	-0.9159629	0.1663487
-0.3532966	-0.9228338	0.1534902
-0.3431136	-0.9232854	0.1726764
-0.3352118	-0.927849	0.1634911
-0.3417167	-0.929444	0.1391529
-0.3286732	-0.9340251	0.139896
-0.3310961	-0.9299783	0.1597368
-0.3081322	-0.9271007	0.2133981
-0.3140409	-0.9272615	0.2038739
-0.3272057	-0.9319717	0.1560933
-0.3504508	-0.9188377	0.1814426
-0.3452727	-0.9273329	0.1443626
-0.3487696	-0.9252146	0.1494585
-0.3086209	-0.9270126	0.2130747
-0.3638191	-0.9140541	0.1792787
-0.3614884	-0.9206657	0.1473117
-0.3556282	-0.918854	0.1709849
-0.3507455	-0.927215	0.1313392
-0.333822	-0.9185922	0.2115447
-0.3372619	-0.9235747	0.1823845
-0.3166724	-0.9323121	0.1746794
-0.3349115	-0.9279875	0.1633207
-0.3298903	-0.9354857	0.1266449
-0.3504469	-0.9189938	0.1806583
-0.3546218	-0.9165342	0.1849549
-0.3428701	-0.9311967	0.1237447
-0.3259485	-0.9302187	0.1686738
-0.3501717	-0.9191314	0.1804917
-0.3213481	-0.9230194	0.2115904
-0.3861419	-0.9062454	0.1720863
-0.3411153	-0.9294934	0.1402935
-0.3609792	-0.9146698	0.1818609
-0.3664009	-0.9202327	0.1375585
-0.3643023	-0.9097507	0.1990921
-0.3599581	-0.9189132	0.1613342
-0.3261621	-0.9235058	0.2018795
-0.3255275	-0.9306712	0.1669822
-0.3243187	-0.9359743	0.1370018
-0.3095049	-0.9300372	0.1980845
-0.3604554	-0.9123321	0.194222
-0.3286286	-0.9284494	0.1731619
-0.3496163	-0.9194036	0.1801817
-0.3751785	-0.9121628	0.1649247
-0.3592808	-0.9247347	0.1256309
-0.3714393	-0.9159842	0.1516765
-0.3497463	-0.9255762	0.1448658
-0.324744	-0.9360666	0.135354
-0.3063849	-0.9320366	0.1934842
-0.3553582	-0.9189872	0.1708307
-0.3547788	-0.9189811	0.1720632
-0.3584579	-0.9227661	0.1414592
-0.3261164	-0.9301903	0.1685058
-0.3463256	-0.9213538	0.1765386
-0.3369665	-0.9235704	0.1829517
-0.3338238	-0.933708	0.1294263
-0.3433166	-0.9235746	0.1707155
-0.3430662	-0.9166109	0.2052562
-0.3496869	-0.9191083	0.181546
-0.3401053	-0.9188709	0.2000118
-0.3360226	-0.9301918	0.1477572
-0.3723373	-0.9141833	0.1601057
-0.3241454	-0.9282153	0.1826093
-0.3278386	-0.9259744	0.1873323
-0.3718542	-0.9179571	0.1381275
-0.3549159	-0.9192228	0.1704822
-0.3416544	-0.9299245	0.1360615
-0.349044	-0.9166923	0.1945345
-0.3546982	-0.9250907	0.1356329
-0.3374342	-0.9238011	0.1809132
-0.3671643	-0.9167705	0.1572329
-0.3336	-0.9262158	0.1755999
-0.3335045	-0.9338731	0.129058
-0.3647856	-0.918739	0.151163
-0.3360865	-0.9302199	0.1474342
-0.3565657	-0.9212124	0.1556555
-0.3301185	-0.9212713	0.2056229
-0.3712931	-0.9143966	0.1613081
-0.3519888	-0.9215382	0.1639247
-0.3477953	-0.9239038	0.1595003
